Municipality,Year,"Entitled to special refunds on medicines for psychosis, as % of total population","Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age","Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Mental health outpatient visits of adults per 1000 persons aged 18 and over,Mental health visits in primary health care per 1000 inhabitants,Outpatient visits in specialities of psychiatry per 1000 inhabitants,"Psychiatric inpatient care, care days per 1000 inhabitants","Psychiatric inpatient care, patients per 1000 inhabitants","Psychiatric inpatient care, periods of care per 1000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec (24-hour assistance) per 10000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec (part-time assistance) per 10000 inhabitants","Rahabilitative psychotherapy, recipients aged 16-24 per 1000 persons of same age","Recipients of a disability pension due to mental and behavioural disorders aged 16-24, % of total population of the same age ","Recipients of a disability pension due to mental and behavioural disorders aged 25-64, as % of total population of the same age ","Rehabilitative psychotherapy, recipients aged 25-64 per 1000 persons of same age","Reimbursement for depression medicines in those aged 65 and over, as % of total population of same age","Reimbursements for depression medicines, recipients aged 0-17, as % of total population of the same age","Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age","Sickness allowance for mental health reasons, recipients aged 25-64 per 1000 persons of same age"
Mäntsälä,2001,1.0,3.1,7.7,230.4,0.0,198.1,354.9,4.8,6.9,6.0,5.0,2.7,0.6,2.5,1.9,8.9,0.2,56.5,19.2
Mäntsälä,2002,1.0,3.4,6.6,417.5,0.0,336.6,327.4,4.3,5.9,6.0,5.0,2.7,0.4,2.5,2.1,9.2,0.2,57.8,19.2
Mäntsälä,2003,1.0,4.7,9.3,441.5,0.0,362.4,358.6,5.3,7.4,6.0,5.0,2.7,0.7,2.5,1.5,8.7,0.3,60.3,19.2
Mäntsälä,2004,1.1,2.9,6.6,452.6,0.0,369.4,326.2,4.2,6.1,6.0,5.0,2.7,0.7,2.5,2.2,8.5,0.4,61.3,19.2
Mäntsälä,2005,1.1,2.4,6.7,452.6,0.0,379.5,294.9,4.2,5.3,6.0,5.0,2.7,0.7,2.7,2.4,9.2,0.3,66.6,24.1
Mäntsälä,2006,1.1,5.1,8.4,403.2,0.0,371.8,279.7,3.5,4.4,6.0,5.0,2.7,0.8,2.7,2.4,10.7,0.4,70.7,18.2
Mäntsälä,2007,1.1,6.2,6.0,371.5,11.0,337.0,318.4,4.1,5.6,6.0,5.0,2.7,1.0,2.7,2.1,10.4,0.5,75.4,19.6
Mäntsälä,2008,1.1,5.9,6.0,388.3,0.0,362.8,234.0,4.6,4.3,6.0,2.0,2.7,1.0,2.6,1.2,10.9,0.4,82.2,20.4
Mäntsälä,2009,1.2,3.0,5.7,428.9,0.0,389.1,270.2,3.6,5.4,8.0,2.0,2.7,0.9,2.7,1.9,11.7,0.3,90.3,19.7
Mäntsälä,2010,1.2,3.6,3.9,481.2,14.0,411.9,259.1,4.5,5.8,7.0,2.0,2.7,0.9,2.8,1.7,11.5,0.5,92.3,19.6
Mäntsälä,2011,1.2,4.7,8.7,618.1,96.0,428.5,282.4,5.1,8.3,5.0,2.0,3.2,0.8,2.8,3.2,12.0,0.5,93.1,17.3
Mäntsälä,2012,1.2,4.1,6.7,595.2,114.0,407.9,216.7,4.5,7.3,4.0,2.0,3.6,1.0,2.8,4.2,11.1,0.5,88.7,20.2
Mäntsälä,2013,1.3,2.3,9.5,564.1,137.0,388.0,219.7,3.9,6.0,4.0,2.0,3.6,0.9,2.6,4.9,10.8,0.4,87.1,17.7
Mäntsälä,2014,1.2,4.2,10.2,574.4,147.0,399.6,185.0,4.2,5.7,5.0,2.0,3.6,1.1,2.6,5.0,10.9,0.6,86.5,17.6
Mäntsälä,2015,1.3,2.9,5.2,529.4,165.0,382.6,153.0,3.7,5.3,5.0,2.0,3.6,1.0,2.7,3.9,11.0,0.5,81.8,14.8
Mäntsälä,2016,1.3,4.0,5.9,670.5,268.0,397.4,124.1,4.0,7.1,6.0,2.0,3.6,1.0,2.5,5.4,11.3,0.9,75.6,18.3
Mäntsälä,2017,1.3,3.9,6.9,582.1,259.0,364.3,159.1,3.4,5.1,7.0,2.0,3.2,1.0,2.5,6.0,12.0,1.1,76.5,21.3
Mäntsälä,2018,1.3,4.8,7.6,708.1,397.0,357.0,136.6,3.9,6.3,11.0,2.0,6.9,1.0,2.6,8.4,11.9,1.4,80.3,20.6
Mäntsälä,2019,1.4,4.7,13.3,612.5,407.0,422.2,141.8,4.0,5.9,9.0,2.0,5.2,0.9,2.5,10.9,12.1,1.5,83.5,23.6
Mäntsälä,2020,1.3,2.9,13.2,511.2,287.0,426.9,103.2,3.2,5.1,12.0,2.0,5.3,0.9,2.6,11.4,12.1,1.5,88.1,25.3
Mäntsälä,2021,1.3,3.3,12.7,505.5,239.0,481.5,132.6,3.5,5.0,10.0,2.0,6.5,0.9,2.5,10.1,12.8,1.8,87.7,26.2
Mäntsälä,2022,1.3,3.4,9.3,415.0,197.0,468.5,72.4,3.0,5.0,11.0,2.0,7.5,0.9,2.4,12.1,12.1,2.5,91.3,28.3
Mäntsälä,2023,1.3,3.4,7.8,413.5,166.0,468.5,72.4,3.0,5.0,8.0,2.0,11.6,1.1,2.5,11.6,11.6,2.5,92.8,25.8
Mänttä-Vilppula,2000,1.5,2.4,11.8,524.6,409.0,21.1,364.6,6.0,9.1,6.0,12.0,0.0,0.6,3.5,1.5,9.9,0.2,54.7,19.9
Mänttä-Vilppula,2001,1.6,2.9,11.8,672.3,535.0,18.7,340.5,5.8,7.5,6.0,12.0,4.4,0.7,3.6,1.3,8.3,0.2,54.7,19.9
Mänttä-Vilppula,2002,1.6,3.0,5.3,678.2,536.0,26.4,248.0,4.8,7.9,6.0,12.0,4.4,0.5,3.7,1.2,9.7,0.4,58.6,19.9
Mänttä-Vilppula,2003,1.7,4.0,7.6,693.3,556.0,19.2,233.3,4.7,6.7,6.0,12.0,4.4,0.4,3.9,1.2,10.2,0.4,59.8,19.9
Mänttä-Vilppula,2004,1.7,6.9,12.2,742.5,595.0,40.1,312.2,6.9,9.7,6.0,12.0,4.4,0.4,4.0,1.0,10.4,0.2,62.8,19.9
Mänttä-Vilppula,2005,1.7,3.3,7.0,711.6,570.0,40.1,221.0,5.8,8.7,6.0,12.0,4.4,0.4,4.0,1.0,10.3,0.2,66.2,25.1
Mänttä-Vilppula,2006,1.8,7.1,6.1,275.7,206.0,54.9,266.0,5.1,8.7,6.0,12.0,4.5,0.7,4.0,1.6,10.8,0.2,72.3,29.4
Mänttä-Vilppula,2007,1.9,4.8,10.2,233.0,171.0,58.2,295.8,6.5,8.1,6.0,11.0,7.9,0.7,4.1,3.1,10.6,0.6,85.0,27.7
Mänttä-Vilppula,2008,1.9,6.9,14.7,223.3,159.0,74.7,397.3,8.6,12.5,6.0,11.0,7.9,0.8,4.4,3.7,10.9,0.4,90.0,23.9
Mänttä-Vilppula,2009,1.9,8.2,6.7,183.2,130.0,69.4,305.2,7.7,9.4,6.0,12.0,7.9,1.1,4.5,4.6,10.5,0.4,89.4,18.7
Mänttä-Vilppula,2010,1.9,5.2,10.6,227.3,158.0,83.0,211.7,6.3,8.6,4.0,12.0,9.1,0.7,4.3,3.5,10.6,0.4,92.5,18.6
Mänttä-Vilppula,2011,2.0,3.2,11.7,533.3,477.0,88.5,223.7,6.2,8.2,4.0,16.0,7.7,0.9,4.3,5.0,10.7,0.5,93.1,23.4
Mänttä-Vilppula,2012,2.1,4.3,13.9,250.2,187.0,102.0,203.1,5.3,7.3,4.0,15.0,8.0,1.5,4.5,5.0,10.6,0.8,95.1,26.3
Mänttä-Vilppula,2013,2.1,3.3,18.9,216.9,176.0,93.9,140.5,4.4,5.7,5.0,15.0,7.5,1.9,4.5,5.2,12.0,0.7,92.3,19.2
Mänttä-Vilppula,2014,2.1,2.9,18.9,226.7,201.0,75.6,217.7,6.2,8.4,6.0,15.0,6.2,1.4,4.6,5.7,12.4,0.9,97.7,23.8
Mänttä-Vilppula,2015,2.2,4.7,10.5,287.6,249.0,84.4,143.3,4.2,5.8,6.0,15.0,10.0,1.5,4.8,5.5,11.1,1.0,101.5,23.5
Mänttä-Vilppula,2016,2.1,3.0,9.1,276.8,244.0,84.5,109.1,3.3,4.8,6.0,16.0,12.9,1.3,4.5,7.5,12.0,0.7,95.1,26.8
Mänttä-Vilppula,2017,2.0,5.4,12.7,251.8,239.0,86.5,167.6,4.2,4.7,6.0,13.0,7.6,1.3,4.6,7.7,12.5,1.3,98.2,26.7
Mänttä-Vilppula,2018,2.1,5.4,11.4,305.1,304.0,82.1,158.6,3.7,4.1,6.0,16.0,6.6,1.3,4.4,11.0,12.4,1.9,100.0,28.4
Mänttä-Vilppula,2019,2.2,4.4,11.4,292.0,279.0,55.5,144.7,3.9,4.7,6.0,10.0,10.9,2.0,4.4,12.2,11.6,1.7,100.2,26.0
Mänttä-Vilppula,2020,2.2,4.4,11.4,349.0,335.0,57.6,205.9,5.1,5.7,6.0,9.0,10.0,1.7,4.4,11.5,12.3,1.1,102.3,31.3
Mänttä-Vilppula,2021,2.2,3.8,0.0,454.7,426.0,52.2,209.2,4.7,6.2,5.0,9.0,13.6,1.7,4.8,12.8,12.9,1.9,106.8,38.8
Mänttä-Vilppula,2022,2.2,3.8,0.0,436.5,402.0,63.5,107.2,2.8,6.2,7.0,7.0,9.6,1.3,4.9,12.9,12.6,1.8,110.1,27.8
Mänttä-Vilppula,2023,2.1,3.8,0.0,444.7,411.0,63.5,107.2,2.3,6.2,6.0,9.0,9.6,1.4,4.9,13.0,12.4,1.6,112.6,34.7
Mäntyharju,2000,2.4,4.4,20.7,470.4,336.0,82.5,466.7,8.8,13.5,7.0,0.0,0.0,1.0,5.1,1.4,9.1,0.4,58.7,19.0
Mäntyharju,2001,2.4,4.4,11.4,533.9,375.0,86.9,354.2,7.6,12.1,7.0,0.0,0.0,1.0,5.2,1.4,8.9,0.4,59.4,19.0
Mäntyharju,2002,2.5,4.8,23.6,553.9,376.0,115.8,424.2,9.2,12.7,7.0,0.0,0.0,1.0,5.4,1.4,8.2,0.4,58.8,19.0
Mäntyharju,2003,2.5,4.8,19.2,646.2,454.0,125.2,358.8,9.8,13.7,7.0,0.0,0.0,0.9,5.2,1.4,8.9,0.4,65.3,19.0
Mäntyharju,2004,2.4,4.8,12.0,581.7,392.0,127.7,442.1,8.7,12.0,7.0,0.0,0.0,0.7,5.5,1.4,9.4,0.4,66.6,19.0
Mäntyharju,2005,2.5,5.8,12.0,470.1,325.0,112.2,342.3,7.0,10.9,7.0,0.0,0.0,0.7,5.9,1.4,9.8,0.4,65.7,16.9
Mäntyharju,2006,2.7,8.1,12.6,547.3,395.0,118.8,348.0,7.9,11.0,7.0,0.0,0.0,1.1,6.0,1.4,10.4,0.5,64.4,14.1
Mäntyharju,2007,2.7,8.1,12.6,579.0,383.0,144.3,383.2,8.3,12.6,9.0,0.0,0.0,1.6,6.3,1.7,9.5,0.7,73.1,14.5
Mäntyharju,2008,2.6,7.3,18.1,512.1,353.0,109.9,318.9,9.1,12.8,9.0,0.0,0.0,1.3,6.2,1.8,9.7,0.7,73.6,18.8
Mäntyharju,2009,2.4,11.3,16.7,504.2,362.0,122.0,248.6,9.4,10.7,9.0,0.0,0.0,2.0,6.3,2.7,10.3,0.8,76.9,14.9
Mäntyharju,2010,2.5,7.6,16.7,554.8,390.0,152.7,217.6,8.4,9.1,9.0,0.0,0.0,1.6,6.2,3.0,10.4,1.1,80.6,17.7
Mäntyharju,2011,2.5,5.8,0.0,142.0,17.0,214.1,161.7,6.4,7.4,11.0,0.0,0.0,1.9,6.2,2.4,10.7,1.2,77.8,12.5
Mäntyharju,2012,2.4,5.9,0.0,727.8,524.0,204.8,173.4,4.2,4.7,9.0,0.0,0.0,1.9,6.0,1.9,9.8,1.1,75.5,10.0
Mäntyharju,2013,2.5,6.0,0.0,756.9,524.0,215.8,185.5,4.8,5.7,13.0,0.0,0.0,1.6,5.8,2.1,9.5,1.1,75.8,12.3
Mäntyharju,2014,2.5,7.4,0.0,775.3,547.0,214.5,127.2,4.3,4.3,13.0,0.0,0.0,1.1,5.9,2.1,9.2,1.4,74.5,12.6
Mäntyharju,2015,2.4,7.4,0.0,788.6,582.0,166.4,189.5,5.4,6.3,13.0,0.0,0.0,0.9,5.9,2.1,9.4,1.1,76.3,12.1
Mäntyharju,2016,2.4,6.5,0.0,769.4,573.0,202.9,129.2,4.9,5.9,13.0,0.0,0.0,0.9,5.6,2.9,9.2,1.0,71.6,12.4
Mäntyharju,2017,2.4,7.7,0.0,996.3,792.0,203.0,161.9,4.5,5.6,12.0,0.0,0.0,0.9,5.2,2.9,9.7,1.5,72.0,16.9
Mäntyharju,2018,2.4,7.9,0.0,882.2,726.0,162.7,126.4,5.1,6.2,12.0,0.0,0.0,1.2,5.3,4.2,10.3,1.5,74.5,24.3
Mäntyharju,2019,2.5,6.2,0.0,879.8,707.0,196.3,196.5,5.7,7.3,12.0,0.0,0.0,1.8,5.3,2.7,10.7,1.3,78.4,25.8
Mäntyharju,2020,2.4,6.2,0.0,804.7,668.0,233.4,102.2,4.8,6.0,19.0,0.0,0.0,1.7,5.0,7.6,11.1,1.6,83.2,24.0
Mäntyharju,2021,2.4,13.3,0.0,958.8,803.0,244.0,128.0,3.5,4.6,16.0,0.0,0.0,1.1,5.1,10.2,10.6,1.7,87.2,22.0
Mäntyharju,2022,2.4,13.3,27.3,1004.8,799.0,264.2,209.4,6.6,4.6,14.0,0.0,0.0,1.7,5.3,13.5,11.9,1.6,94.3,26.9
Mäntyharju,2023,2.4,13.3,27.3,913.1,772.0,264.2,209.4,6.3,4.6,11.0,0.0,0.0,1.7,5.2,8.8,12.3,0.8,100.5,29.2
Naantali,2000,1.1,4.8,15.5,261.5,99.0,157.0,251.1,4.0,5.1,3.0,7.0,6.8,0.5,3.0,2.8,8.7,0.3,58.0,19.8
Naantali,2001,1.0,4.0,14.3,227.6,82.0,142.9,224.8,3.6,4.8,3.0,7.0,6.8,0.4,2.9,2.6,7.5,0.3,59.5,19.8
Naantali,2002,1.1,4.1,11.6,256.9,83.0,173.7,239.3,4.5,6.0,3.0,7.0,6.8,0.4,3.0,1.8,8.6,0.5,66.6,19.8
Naantali,2003,1.0,3.7,8.5,241.7,92.0,144.9,270.8,4.6,5.8,3.0,7.0,4.4,0.4,3.0,1.8,9.2,0.5,69.4,19.8
Naantali,2004,1.0,4.2,11.7,246.2,85.0,155.2,294.7,5.5,7.7,3.0,7.0,3.1,0.5,3.0,1.6,9.7,0.4,74.6,19.8
Naantali,2005,1.1,5.7,15.5,252.0,81.0,151.2,288.2,5.5,6.6,3.0,7.0,4.9,0.5,3.1,2.1,9.8,0.4,79.8,24.3
Naantali,2006,1.1,4.7,9.2,234.1,68.0,166.3,251.4,4.3,5.4,3.0,7.0,3.0,0.5,3.1,2.8,9.2,0.4,80.8,22.3
Naantali,2007,1.1,5.4,10.1,263.8,75.0,183.3,237.5,4.7,5.7,3.0,9.0,3.6,0.6,3.2,3.6,10.3,0.5,87.2,20.0
Naantali,2008,1.2,5.4,9.2,309.7,83.0,220.4,266.7,4.5,5.0,3.0,10.0,2.9,0.6,3.2,3.8,10.4,0.4,93.9,21.9
Naantali,2009,1.2,5.0,7.5,324.4,78.0,238.1,278.4,4.1,4.9,3.0,5.0,3.5,0.6,3.3,4.7,11.0,0.4,95.7,19.0
Naantali,2010,1.2,5.0,5.1,323.4,83.0,245.1,256.6,4.6,6.1,3.0,5.0,7.1,0.5,3.4,4.4,11.5,0.3,95.6,17.1
Naantali,2011,1.3,5.3,9.2,374.3,99.0,282.3,233.4,4.1,6.1,5.0,8.0,4.6,0.5,3.3,5.7,12.9,0.4,99.7,18.7
Naantali,2012,1.3,4.9,6.5,392.3,84.0,308.1,200.2,3.8,4.8,6.0,4.0,5.7,0.6,3.2,6.1,12.5,0.4,98.2,22.2
Naantali,2013,1.3,3.2,8.2,372.9,65.0,308.8,181.6,4.3,5.7,7.0,4.0,4.1,0.7,3.3,6.1,11.3,0.4,94.2,20.1
Naantali,2014,1.3,5.9,11.8,364.8,76.0,293.9,168.6,4.2,5.5,8.0,4.0,3.1,1.0,3.4,7.0,11.4,0.6,92.4,21.5
Naantali,2015,1.3,1.6,5.2,381.5,93.0,301.7,149.3,2.8,4.2,10.0,3.0,5.0,1.2,3.3,7.5,11.0,0.4,92.1,18.9
Naantali,2016,1.3,2.7,9.5,359.8,86.0,295.4,179.0,3.5,5.0,10.0,4.0,8.0,1.4,3.1,7.8,11.0,0.6,83.1,19.3
Naantali,2017,1.3,2.2,9.5,371.8,92.0,305.3,202.5,3.1,4.3,9.0,5.0,5.6,1.6,3.1,9.5,11.0,0.6,87.0,24.2
Naantali,2018,1.3,1.9,9.9,496.3,135.0,391.9,109.9,3.0,4.6,7.0,4.0,7.7,1.7,3.3,10.5,11.0,0.7,85.3,23.5
Naantali,2019,1.4,2.8,11.2,478.9,170.0,326.2,149.1,3.3,4.5,7.0,3.0,5.2,1.4,3.4,12.1,12.1,0.7,93.5,27.8
Naantali,2020,1.3,3.3,9.3,408.1,163.0,274.0,133.1,3.0,4.1,6.0,3.0,8.3,1.3,3.6,13.1,12.5,0.8,95.1,25.6
Naantali,2021,1.3,2.8,6.3,402.7,186.0,265.4,121.9,2.6,3.6,10.0,3.0,13.1,1.5,3.4,13.1,13.1,1.1,99.8,32.2
Naantali,2022,1.3,2.8,6.7,382.9,163.0,246.6,169.5,3.2,3.6,11.0,4.0,12.4,1.5,3.4,13.1,12.7,1.5,104.3,36.0
Naantali,2023,1.3,3.9,5.5,413.3,182.0,246.6,169.5,3.4,3.6,9.0,3.0,14.5,1.9,3.1,14.2,13.2,1.6,104.9,33.6
Nakkila,2000,1.3,4.4,10.4,330.6,0.0,295.5,289.3,5.3,7.5,9.0,0.0,0.0,0.6,3.3,1.9,9.0,0.3,53.7,20.5
Nakkila,2001,1.3,5.2,15.6,289.3,0.0,281.6,243.4,4.0,4.7,9.0,0.0,0.0,1.1,3.4,1.9,8.7,0.4,55.7,20.5
Nakkila,2002,1.4,3.7,15.6,455.3,0.0,363.0,366.4,4.9,6.4,9.0,0.0,0.0,1.1,3.5,1.9,9.1,0.4,59.7,20.5
Nakkila,2003,1.4,6.1,15.6,381.8,0.0,371.5,231.3,4.2,6.9,9.0,0.0,0.0,1.1,3.6,1.9,8.2,0.4,57.4,20.5
Nakkila,2004,1.6,7.9,0.0,357.4,0.0,348.9,276.0,6.1,8.9,9.0,0.0,0.0,1.1,3.7,1.7,8.3,0.4,65.0,20.5
Nakkila,2005,1.7,9.5,0.0,361.1,0.0,348.4,250.7,5.8,8.2,9.0,0.0,0.0,1.4,3.7,1.7,7.6,0.6,68.6,19.3
Nakkila,2006,1.7,11.1,0.0,436.1,0.0,438.1,271.2,5.7,6.1,9.0,0.0,0.0,1.5,3.6,1.7,8.0,0.6,68.3,15.2
Nakkila,2007,1.8,9.0,0.0,458.0,0.0,487.1,223.3,5.9,7.5,9.0,0.0,0.0,1.6,3.6,1.7,8.8,0.7,79.6,18.2
Nakkila,2008,1.6,4.9,20.9,522.8,0.0,540.5,323.6,7.8,8.6,9.0,0.0,0.0,1.2,3.6,1.7,10.6,0.5,84.6,16.9
Nakkila,2009,1.6,6.4,20.9,499.0,0.0,488.5,91.1,4.5,4.5,9.0,0.0,0.0,1.2,3.6,1.7,11.4,0.7,90.7,14.1
Nakkila,2010,1.6,6.4,20.9,587.8,0.0,593.8,130.1,4.5,6.4,9.0,0.0,0.0,1.1,3.4,2.2,9.7,1.0,94.2,16.6
Nakkila,2011,1.7,11.4,20.9,727.2,26.0,676.1,272.8,6.1,7.6,9.0,0.0,0.0,1.5,3.1,2.2,11.1,1.1,93.4,15.3
Nakkila,2012,1.5,4.1,13.4,815.0,45.0,747.9,192.6,4.7,7.0,9.0,0.0,0.0,1.7,3.0,2.2,11.3,0.9,89.4,20.1
Nakkila,2013,1.4,7.0,19.5,689.8,35.0,646.5,200.7,4.7,6.8,9.0,0.0,0.0,1.5,3.4,2.2,10.5,1.1,91.0,20.2
Nakkila,2014,1.6,7.0,23.2,556.8,22.0,553.6,190.6,4.6,5.1,9.0,0.0,0.0,2.1,3.6,4.0,11.7,1.1,93.4,17.5
Nakkila,2015,1.4,8.8,20.9,594.0,30.0,568.6,198.4,3.7,5.1,9.0,0.0,0.0,1.9,3.7,4.8,10.0,1.0,92.0,21.9
Nakkila,2016,1.4,6.3,20.9,688.5,53.0,619.9,231.3,5.0,5.2,9.0,0.0,0.0,1.6,3.6,6.5,9.5,1.0,80.8,16.1
Nakkila,2017,1.5,7.4,20.9,702.4,69.0,647.3,108.9,5.6,9.8,9.0,0.0,0.0,1.3,3.9,8.8,10.2,0.9,93.0,21.4
Nakkila,2018,1.4,5.3,18.5,652.3,75.0,627.4,58.7,2.6,3.7,9.0,0.0,0.0,1.1,4.1,12.8,10.5,0.9,94.1,26.0
Nakkila,2019,1.5,5.3,18.5,681.8,70.0,588.1,69.8,2.6,2.8,9.0,0.0,0.0,0.9,3.7,9.2,12.7,0.8,98.9,23.6
Nakkila,2020,1.3,5.3,18.5,747.6,74.0,693.1,45.5,2.5,2.7,9.0,0.0,0.0,0.9,3.5,9.7,13.3,0.7,104.8,29.5
Nakkila,2021,1.4,5.3,18.5,606.6,78.0,697.4,102.0,3.7,5.2,9.0,0.0,0.0,0.9,3.7,9.1,14.1,1.1,101.6,29.3
Nakkila,2022,1.4,8.1,18.5,581.0,119.0,663.6,86.8,3.7,5.2,9.0,0.0,0.0,0.9,3.8,11.8,14.1,1.8,113.2,30.7
Nakkila,2023,1.4,8.1,18.5,490.6,116.0,663.6,86.8,3.6,5.2,9.0,0.0,0.0,0.9,3.9,11.0,16.3,2.6,112.2,27.6
Nivala,2000,1.7,5.4,5.3,445.0,281.0,44.1,289.2,5.9,10.7,5.0,15.0,0.0,1.0,5.3,2.9,11.0,0.1,45.3,18.0
Nivala,2001,1.8,7.2,6.1,412.6,261.0,44.8,360.9,6.9,11.2,5.0,15.0,0.0,1.0,5.1,1.6,10.1,0.2,46.0,18.0
Nivala,2002,1.9,5.6,9.0,456.2,278.0,54.3,334.1,7.6,12.7,5.0,15.0,4.2,0.9,5.2,1.2,9.9,0.2,52.0,18.0
Nivala,2003,2.0,4.4,8.7,408.7,259.0,39.5,356.7,6.4,10.5,5.0,15.0,4.2,0.9,5.2,1.4,9.3,0.2,55.9,18.0
Nivala,2004,2.0,4.7,5.3,469.9,296.0,47.6,331.0,5.7,10.2,5.0,15.0,4.2,0.8,5.1,1.4,11.3,0.2,60.1,18.0
Nivala,2005,2.1,3.7,11.6,448.0,286.0,44.4,386.6,6.6,11.5,5.0,15.0,4.2,0.8,5.2,2.4,10.5,0.2,62.6,25.9
Nivala,2006,2.1,1.7,12.5,498.1,331.0,35.6,353.5,5.4,7.9,5.0,15.0,4.2,1.2,5.1,2.6,10.4,0.2,72.9,24.3
Nivala,2007,2.1,3.0,10.5,473.6,307.0,41.2,257.6,6.0,9.2,5.0,15.0,4.2,1.2,5.1,3.1,10.3,0.3,80.1,24.5
Nivala,2008,2.1,2.3,16.9,459.3,315.0,27.3,266.1,6.5,9.7,5.0,14.0,4.2,1.5,4.9,2.3,11.3,0.2,88.0,24.5
Nivala,2009,2.1,2.6,8.6,450.7,311.0,20.1,283.8,6.0,8.9,5.0,15.0,4.2,1.5,4.9,2.9,12.5,0.2,87.6,25.1
Nivala,2010,2.1,3.6,11.8,536.9,374.0,19.5,293.9,4.9,7.6,9.0,15.0,4.2,1.6,4.8,2.5,14.1,0.3,93.0,22.6
Nivala,2011,2.2,3.9,10.1,615.5,438.0,23.8,341.1,6.5,9.2,9.0,15.0,4.2,1.8,4.9,3.3,14.5,0.3,88.8,23.1
Nivala,2012,2.2,3.2,7.0,548.8,389.0,27.9,308.0,5.8,8.3,14.0,15.0,4.2,1.5,5.0,3.0,14.0,0.4,89.6,23.1
Nivala,2013,2.2,3.6,7.0,313.9,220.0,27.8,290.6,5.6,8.5,13.0,15.0,5.0,1.7,4.8,2.4,12.6,0.6,81.8,21.2
Nivala,2014,2.2,4.2,7.0,381.1,273.0,38.7,345.3,6.3,8.2,15.0,15.0,5.1,1.4,4.9,4.1,12.2,0.6,86.0,25.8
Nivala,2015,2.1,4.9,9.4,405.5,296.0,47.4,303.9,7.0,10.8,10.0,17.0,4.3,1.4,4.9,5.0,12.3,0.5,84.3,21.4
Nivala,2016,2.1,4.9,10.5,481.3,357.0,39.7,249.0,5.1,9.1,9.0,17.0,6.0,1.8,4.6,5.4,11.5,0.4,70.7,19.7
Nivala,2017,2.1,5.0,8.5,494.7,388.0,37.0,199.4,4.0,6.0,8.0,13.0,8.7,1.4,4.5,6.8,12.0,0.5,72.4,26.2
Nivala,2018,2.1,4.7,15.4,495.2,371.0,55.1,223.7,5.2,6.3,6.0,12.0,6.3,1.8,4.7,9.0,11.6,0.7,75.3,26.3
Nivala,2019,2.3,6.8,15.5,1125.9,845.0,80.4,312.1,7.0,9.8,9.0,10.0,9.1,1.9,4.8,9.9,12.2,0.9,80.8,32.9
Nivala,2020,2.1,4.6,16.3,1281.0,1024.0,60.2,255.2,5.7,8.6,10.0,10.0,4.7,1.4,4.6,11.0,11.7,0.7,84.3,36.9
Nivala,2021,2.1,4.0,13.6,1271.0,1114.0,51.4,218.8,5.6,8.4,13.0,6.0,7.5,1.3,4.5,11.1,12.3,0.9,87.4,35.6
Nivala,2022,2.1,5.8,10.9,1108.2,998.0,45.6,194.2,5.1,8.4,15.0,6.0,7.5,1.6,4.6,11.3,12.7,1.2,91.4,37.4
Nivala,2023,2.0,5.9,16.0,1162.0,1053.0,45.6,194.2,5.4,8.4,13.0,6.0,9.3,1.7,4.8,10.3,13.4,1.4,92.9,34.3
Nokia,2000,1.2,2.4,7.0,384.5,266.0,46.1,239.5,3.8,5.5,14.0,3.0,1.9,0.5,3.8,1.1,11.7,0.2,55.8,21.8
Nokia,2001,1.2,4.0,7.6,399.1,277.0,50.9,223.4,4.1,5.5,14.0,3.0,1.9,0.5,3.8,1.5,11.2,0.1,61.1,21.8
Nokia,2002,1.2,3.2,6.0,388.7,273.0,61.4,234.1,3.9,4.8,14.0,3.0,1.9,0.6,3.8,1.4,11.6,0.2,64.9,21.8
Nokia,2003,1.2,4.1,2.9,344.7,245.0,48.7,227.5,4.6,5.7,14.0,3.0,1.9,0.8,3.8,1.3,11.5,0.2,64.3,21.8
Nokia,2004,1.2,3.5,5.0,445.5,325.0,46.0,221.4,4.1,5.1,14.0,3.0,3.0,0.6,3.8,1.1,11.4,0.2,70.3,21.8
Nokia,2005,1.3,3.3,7.1,317.2,225.0,48.3,246.9,4.7,5.8,14.0,3.0,2.3,0.8,3.8,1.8,11.4,0.1,70.6,23.8
Nokia,2006,1.2,3.5,8.0,276.0,190.0,55.6,242.1,4.8,5.8,14.0,3.0,2.9,0.9,3.8,2.0,12.0,0.2,78.7,25.7
Nokia,2007,1.2,5.5,6.3,270.6,188.0,60.7,237.8,4.4,6.1,16.0,5.0,2.9,0.8,3.7,1.7,13.6,0.3,91.4,26.5
Nokia,2008,1.2,4.0,7.8,478.0,338.0,70.6,215.8,4.7,6.7,16.0,2.0,1.8,0.8,3.6,2.3,14.1,0.3,96.3,24.2
Nokia,2009,1.3,3.7,8.9,473.2,330.0,78.5,253.1,5.5,7.4,12.0,2.0,2.9,0.7,3.7,3.2,14.2,0.4,96.7,19.7
Nokia,2010,1.3,3.2,7.5,451.3,306.0,83.1,194.2,4.2,5.7,13.0,2.0,4.0,0.9,3.5,2.9,14.0,0.5,102.2,19.0
Nokia,2011,1.3,3.7,5.9,322.5,216.0,87.9,188.6,3.8,5.5,12.0,2.0,7.2,1.0,3.3,4.2,13.7,0.3,102.4,18.6
